freq,h2Om
2.284523731572806e-07,3.759397034718398e-21
2.288205792289608e-07,3.777603871058933e-21
2.2918937875348787e-07,3.795898883476336e-21
2.2955877268735458e-07,3.8142824990091366e-21
2.2992876198859394e-07,3.8327551467639535e-21
2.3029934761678497e-07,3.851317257925675e-21
2.3067053053305134e-07,3.869969265767318e-21
2.310423117000672e-07,3.888711605660335e-21
2.3141469208205841e-07,3.907544715084686e-21
2.3178767264480334e-07,3.926469033638978e-21
2.3216125435563894e-07,3.945485003050907e-21
2.325354381834593e-07,3.964593067187364e-21
2.329102250987216e-07,3.98379367206497e-21
2.3328561607344705e-07,4.003087265860411e-21
2.3366161208122221e-07,4.022474298920832e-21
2.3403821409720463e-07,4.0419552237745145e-21
2.3441542309812167e-07,4.061530495141245e-21
2.3479324006227632e-07,4.081200569943099e-21
2.3517166596954841e-07,4.1009659073150395e-21
2.3555070180139562e-07,4.1208269686155485e-21
2.3593034854085935e-07,4.140784217437579e-21
2.363106071725636e-07,4.160838119619176e-21
2.3669147868272062e-07,4.1809891432545184e-21
2.3707296405913235e-07,4.2012377587047795e-21
2.3745506429119118e-07,4.2215844386090156e-21
2.3783778036988628e-07,4.2420296578953986e-21
2.3822111328780193e-07,4.262573893792073e-21
2.3860506403912374e-07,4.283217625838493e-21
2.3898963361963964e-07,4.303961335896524e-21
2.393748230267411e-07,4.32480550816163e-21
2.397606332594291e-07,4.345750629174339e-21
2.401470653183127e-07,4.366797187831406e-21
2.405341202056152e-07,4.387945675397395e-21
2.4092179892517526e-07,4.409196585516079e-21
2.41310102482448e-07,4.430550414221879e-21
2.4169903188451043e-07,4.4520076599515936e-21
2.4208858814006286e-07,4.473568823555966e-21
2.424787722594298e-07,4.495234408311291e-21
2.428695852545661e-07,4.517004919931338e-21
2.4326102813905575e-07,4.538880866578965e-21
2.436531019281177e-07,4.560862758878138e-21
2.4404580763860726e-07,4.582951109925795e-21
2.4443914628901723e-07,4.6051464353037324e-21
2.4483311889948375e-07,4.627449253090817e-21
